id,calories,protein,fat,carbs
dish_1563391413,227.056778,26.228392,14.303798,6.997268
dish_1562958775,227.182785,3.690952,11.121791,29.460529
dish_1564159520,227.220001,15.54,17.639999,0.588
dish_1563217939,227.242706,21.324188,12.185005,7.603419
dish_1559751744,227.329987,15.712,13.007999,10.704
dish_1558379273,227.436005,12.738,18.018,2.772
dish_1558028194,228.050003,12.218,11.903999,18.01
dish_1565034281,228.459991,5.901,9.433001,32.330002
dish_1565884738,228.659988,41.130001,0.926,7.036
dish_1567024066,228.673996,9.632,8.084,28.810001
dish_1558642021,228.899994,5.78,3.317,52.488003
dish_1563206582,229.248688,26.033964,4.417208,16.967773
dish_1563464480,229.490005,8.302,10.918,25.838001
dish_1562095283,229.517426,5.268715,19.747328,11.772673
dish_1563565323,229.530243,14.405099,10.840512,21.651379
dish_1565637123,229.710007,6.726,13.566,19.722
dish_1559578599,229.97998,10.045,9.825,25.422001
dish_1558550218,230.001999,5.648,11.258,32.433998
dish_1563913627,230.333145,8.362399,10.01525,26.731916
dish_1565724087,230.61496,25.147102,12.252845,4.755569
dish_1558461692,231.240005,8.96,19.799999,9.08
dish_1558723719,231.240005,8.96,19.799999,9.08
dish_1558628760,231.314499,6.879,5.757,38.595001
dish_1566402041,231.919998,44.600002,0.892,3.122
dish_1561146758,232.5,9.393001,1.395,45.57
dish_1561393619,234.040009,20.116001,7.892,21.104
dish_1564588889,234.494431,24.059095,5.021447,22.387161
dish_1562094877,234.576111,29.465502,10.473826,3.634154
dish_1561577177,234.606445,9.124969,11.785346,24.279522
dish_1565022062,234.606583,19.271049,2.846122,30.903877
dish_1562617939,234.966125,7.238798,14.640826,20.433863
dish_1563216689,235.208008,32.918709,5.606515,13.58478
dish_1564675411,235.531006,35.193001,7.033,2.708
dish_1562688552,235.820007,11.736,8.75,30.278002
dish_1564588533,236.06601,21.443001,14.155001,2.954
dish_1561491180,236.347488,21.251337,18.691792,20.364334
dish_1563900172,236.636597,11.786048,12.947122,18.36488
dish_1566328894,236.650986,9.968,8.366,29.815001
dish_1562777068,236.723511,14.960756,15.213988,10.770336
dish_1567020091,236.805176,16.441938,22.449144,11.681914
dish_1563822636,237.019379,19.792339,13.74615,10.662965
dish_1559238608,237.364014,2.714,0.656,61.203999
dish_1566317775,237.399994,7.248,4.0,47.183998
dish_1558031394,237.410004,4.23,0.521,55.475998
dish_1562168800,237.524826,3.826,9.342677,36.314899
dish_1560443537,237.639999,2.651,0.913,60.169998
dish_1563476267,237.710983,3.162,14.688,25.398001
dish_1564773847,238.027573,17.603327,15.737777,5.8212
dish_1558639195,238.25,4.554,3.112,56.199997
dish_1560539368,238.814514,23.615503,20.835882,17.820642
dish_1563986093,239.029999,13.409,14.341,14.228001
dish_1558549214,239.190002,5.712,0.722,53.875004
dish_1564688969,239.309998,10.08,8.46,30.150002
dish_1567629081,239.309998,10.08,8.46,30.150002
dish_1565799565,240.011719,32.560978,2.538439,15.923562
dish_1563827132,240.020004,11.456667,8.043666,32.756668
dish_1565811423,240.057129,18.778894,9.221428,22.184019
dish_1564170836,240.164917,25.070414,12.184845,5.314849
dish_1565898158,240.425751,25.324493,10.293161,10.249402
dish_1561577198,240.542908,9.301439,11.99711,25.3207
dish_1562945900,240.695312,6.927001,6.314645,42.813194
dish_1562085604,241.110001,2.961,1.269,59.220001
dish_1565640772,241.169998,43.658001,5.148,2.862
dish_1563566725,241.313019,7.718408,7.40534,39.206856
dish_1563295044,241.975372,7.933867,12.167227,25.845209
dish_1562605352,242.068939,16.307085,16.78414,6.608414
dish_1561661479,242.17569,21.488853,10.854464,13.715836
dish_1561654732,242.360001,14.06,14.85,12.24
dish_1562872746,242.363983,17.217421,23.447695,12.912596
dish_1562775574,242.477127,17.561642,3.534756,36.081387
dish_1564160161,242.5,9.797,1.455,47.530003
dish_1558372525,242.802002,9.408,20.790001,9.534
dish_1563897981,243.540009,16.5,18.279999,2.188
dish_1568666032,243.584183,14.889456,9.01176,26.886663
dish_1563475921,244.343323,19.799664,6.723852,27.165054
dish_1560444592,244.421005,12.376,12.662,19.757999
dish_1565209963,244.455963,13.147844,7.331051,33.016068
dish_1565641844,244.627991,10.304,8.648,30.820002
dish_1563568025,244.986359,19.446245,16.967199,28.967131
dish_1564160043,245.0,9.898001,1.47,48.02
dish_1562788536,245.132004,5.398,6.61,44.751999
dish_1560526530,245.280746,6.892025,13.31213,26.787249
dish_1563218408,245.339996,10.44,10.44,27.84
dish_1562702132,245.385895,23.43635,21.956066,15.755673
dish_1563984140,245.439987,47.200001,0.944,3.304
dish_1563221025,245.445801,25.94677,12.988835,4.359616
dish_1566933226,245.449509,22.552277,7.784025,19.447062
dish_1561753168,245.501923,25.627535,12.455622,5.432957
dish_1563811662,245.733765,15.536933,15.434496,12.357816
dish_1563391959,245.774109,29.050703,24.884579,12.991465
dish_1561741174,245.839996,16.700001,18.629999,1.768
dish_1562871363,245.872986,7.775,4.697,41.785004
dish_1563216717,246.007996,33.06871,5.636517,16.284782
dish_1564432165,246.028381,8.381219,11.339486,29.141865
dish_1562945332,246.650803,23.96172,8.793273,18.078327
dish_1562700568,246.864426,23.56325,21.832207,16.653193
dish_1560889032,246.868225,34.232979,7.012973,10.744461
dish_1563551134,246.919983,16.8104,5.962,29.723001
dish_1558030435,246.940002,11.915,11.115,24.954
dish_1558113304,247.070999,8.042,15.633,23.957001
dish_1561663891,247.168854,21.306768,10.509971,18.052742
dish_1568404889,247.288361,6.240405,4.835492,45.123398
dish_1566414924,247.482193,4.710957,17.619051,20.417046
dish_1562010440,247.625168,16.824301,13.528273,15.163752
dish_1564518488,248.09465,17.399502,9.544518,22.05954
dish_1558637932,248.286987,4.282,2.309,60.889999
dish_1564590254,248.535843,3.239488,3.610219,54.172783
dish_1567023375,248.566406,15.367283,19.267872,8.701454
dish_1558031675,248.882004,11.348,11.228,25.952
dish_1561576295,249.067139,4.035298,16.084234,23.931339
dish_1561667207,249.444839,22.073404,11.420783,13.358226
dish_1560961385,249.519989,12.781,11.830999,23.794003
dish_1566844803,249.819977,12.808001,11.004,27.212
dish_1566849269,249.85202,16.304001,17.626001,9.452
dish_1564514953,249.899155,26.381748,22.069691,19.018438
dish_1561492182,250.165695,6.884981,7.306371,40.08807
dish_1565208637,250.187943,14.171419,8.242543,32.110229
dish_1565123816,250.916733,19.241669,12.352043,13.950899
dish_1559244598,250.919998,2.601,12.75,33.149998
dish_1563294522,250.965668,2.934019,4.807397,53.672115
dish_1559246053,251.04599,3.73,0.822,63.925999
dish_1561491210,251.097473,22.313339,18.868792,23.314337
dish_1558373008,251.558014,14.089001,19.929001,3.066
dish_1566501575,251.693985,3.348,15.551999,26.892
dish_1564690167,251.781372,15.266026,10.885319,25.878613
dish_1567021831,252.435623,22.713125,27.216339,8.228521
dish_1562963648,252.588776,10.225956,9.243377,33.273422
dish_1567110631,252.613922,6.725035,14.578888,27.507641
dish_1565031283,252.680466,23.91774,14.387574,4.513725
dish_1559846825,252.700012,10.45,9.215,31.35
dish_1558639752,254.130997,8.915,13.213,32.438004
dish_1565641885,254.215988,11.338,8.695,32.653
dish_1558546558,254.364014,9.856,21.780001,9.988
dish_1560543583,254.657333,24.094866,22.387531,18.003635
dish_1565020867,255.804886,13.901073,6.230683,35.736317
dish_1565724235,256.22879,36.216827,8.484778,8.118172
dish_1561062286,256.359406,18.915199,8.381912,24.109251
dish_1568061202,256.551605,9.440392,7.670484,39.151718
dish_1563813833,256.865997,25.443001,14.235001,3.234
dish_1560801829,256.89563,11.184874,10.540594,30.348633
dish_1562875870,256.946411,21.725405,17.797087,26.566978
dish_1561654756,256.980011,15.216001,14.952001,15.3
dish_1561663914,257.398834,21.90077,10.54297,20.362743
dish_1558639012,257.436005,4.685,2.237,63.264
dish_1560543755,257.924927,17.404505,8.887804,27.355255
dish_1561580431,258.003418,22.401735,10.666273,18.090307
dish_1565799597,258.311707,32.926975,2.660439,20.559563
dish_1562615324,258.315979,16.498249,15.319679,13.705867
dish_1564773876,258.327576,18.995329,15.969777,9.881201
dish_1560456370,258.382751,30.939077,7.644188,14.921614
dish_1558109986,258.450012,14.475,20.475,3.15
dish_1558114441,258.450012,14.475,20.475,3.15
dish_1562872945,258.59967,20.053217,15.496352,30.387449
dish_1561577701,258.637756,24.108046,13.043034,11.03658
dish_1562872432,259.08316,31.286116,5.250878,20.299112
dish_1562963006,259.097229,32.221638,28.683897,9.891858
dish_1563998244,259.479187,24.273895,10.330991,16.383186
dish_1566416388,259.869873,5.198692,12.182321,34.873814
dish_1558122740,260.149994,28.618999,7.703,22.625002
dish_1568666061,260.434052,15.994325,9.43398,29.812946
dish_1565987054,260.569977,48.045998,5.62,2.304
dish_1567542778,260.582001,10.976001,9.212,32.830002
dish_1562875159,260.680023,10.78,9.506001,32.34
dish_1565981898,260.979767,17.301081,21.883743,11.903452
dish_1564432191,261.028381,9.461219,11.519486,32.141861
dish_1561575977,261.076172,19.122734,13.06819,15.375612
dish_1564428475,261.616272,8.607536,12.314557,32.755318
dish_1562873224,261.856628,27.196226,24.702576,16.689787
dish_1563900205,262.261963,12.863122,14.248585,21.506342
dish_1562169762,262.330139,17.674047,18.239729,6.993764
dish_1562777566,263.003998,10.92,3.528,46.619999
dish_1561662842,263.125488,38.171024,8.762704,5.882767
dish_1558629517,263.218994,10.336,19.945,16.404999
dish_1561663035,263.240997,11.088,9.306,33.165001
dish_1558027243,263.36499,12.548,12.797999,24.698
dish_1562690074,263.402344,14.246227,21.608747,3.018018
dish_1562172600,263.599976,30.68,6.02,16.43
dish_1565021054,263.749023,11.447001,13.847,25.220001
dish_1565210009,263.816223,13.797193,8.292127,35.541317
dish_1562170331,263.830017,3.476,5.293,54.537998
dish_1562691441,263.870972,12.112195,12.403903,26.727901
dish_1561746912,264.095947,20.891369,8.211681,27.373018
dish_1567801830,265.072388,13.996019,11.296759,27.443153
dish_1566330399,265.190887,25.7404,15.224232,3.739511
dish_1561753203,265.471954,26.240112,13.340455,7.747137
dish_1561060976,265.507263,28.171125,11.454553,14.35657
dish_1562602918,265.622253,19.446213,5.792155,34.749252
dish_1562785159,265.662659,32.891556,27.1838,15.681798
dish_1563302345,265.855438,43.001171,7.567317,5.092874
dish_1560444616,265.871002,12.831,12.856999,24.958
dish_1563220767,265.894379,26.540918,14.748608,4.812823
dish_1558719298,265.925995,10.304,22.77,10.441999
dish_1561405389,265.983459,34.985947,8.393058,12.105439
dish_1562611853,267.213989,9.070109,15.790093,25.89777
dish_1563218959,267.939667,26.745079,14.862059,4.849844
dish_1565987081,268.069977,48.795998,5.62,3.804
dish_1564689138,268.266998,5.801213,21.973553,15.522832
dish_1562872981,268.319641,20.539215,15.604352,32.493454
dish_1563555543,268.380005,13.845,14.559,21.466
dish_1560961059,268.459991,7.6272,5.68,46.792999
dish_1565123845,268.661774,20.015167,12.761543,17.499899
dish_1561667238,268.80484,23.481403,12.344784,15.250226
dish_1563811490,268.829376,25.826782,6.521951,23.14505
dish_1563555160,268.832642,13.773809,14.444396,21.797338
dish_1563908996,269.916046,29.324974,10.461833,15.449356
dish_1564518512,270.70752,17.808199,10.088751,26.596989
dish_1561405912,270.881866,24.140146,11.174254,18.056519
dish_1561492519,271.320007,11.528,2.954,52.377998
dish_1562871408,271.34198,8.556257,5.825483,44.73642
dish_1561393649,271.540009,20.491001,7.967,30.854
dish_1558459115,271.540009,6.616,10.487999,43.459003
dish_1562099134,271.641266,17.734715,14.042557,18.565031
dish_1559850283,271.707001,10.528,23.264999,10.669
dish_1563565354,272.315186,20.039701,15.777068,23.045525
dish_1562702853,272.567291,23.449675,16.7607,5.334673
dish_1567785165,273.112488,12.889,19.671967,11.47429
dish_1558457665,273.204987,16.386999,11.987,24.532001
dish_1561406817,273.385437,6.795967,0.959091,57.742405
dish_1558029324,273.5,12.83,11.562999,29.648003
dish_1563305982,273.63089,23.238264,13.750449,14.913705
dish_1566419510,273.876984,11.536,9.681999,34.505001
dish_1567024112,274.075806,15.335,10.111193,29.513386
dish_1563303386,274.131439,29.455162,9.224976,17.535269
dish_1562010821,274.149384,26.255054,16.411747,3.826643
dish_1561739238,274.190002,9.465,9.785,37.556999
dish_1561577731,274.257721,26.309046,13.256033,13.37958
dish_1559844951,274.335999,9.784,17.906,22.792
dish_1563984701,275.200012,24.08,17.200001,5.16
dish_1566317801,275.399994,7.258,4.0,56.984001
dish_1566328724,275.549988,51.77,6.012,0.0
dish_1563295360,275.891235,17.530245,19.784878,7.296878
dish_1561578394,276.044403,17.828014,13.940609,19.464626
dish_1561739954,276.119995,15.39,16.059999,16.556
dish_1564083508,276.261993,22.819998,18.447001,6.015
dish_1566937992,276.53598,11.648001,9.776,34.84
dish_1560527140,276.665314,14.706437,18.125912,13.435576
dish_1563568292,276.682983,9.628,7.782,47.635002
dish_1563477736,277.047302,20.962175,14.928542,15.535334
dish_1558380464,277.488007,10.752001,23.76,10.896
dish_1562099157,277.531311,18.076714,14.06156,19.895029
dish_1565638550,277.656799,30.124464,12.71771,10.055079
dish_1562873002,278.261444,20.872667,16.097878,33.790199
dish_1558725829,278.307007,8.453,3.391,64.110001
dish_1562611649,278.488983,12.508038,17.101799,20.045015
dish_1562012048,278.973877,10.388004,5.299119,47.483944
dish_1564686657,279.194977,11.76,9.87,35.174999
dish_1566501041,279.317993,14.899,20.279001,12.239
dish_1566488981,279.328308,35.227028,2.897561,22.355442
dish_1558029923,279.550995,10.452001,9.596,38.301998
dish_1562085163,279.929993,18.99,21.110001,2.27
dish_1561749016,280.118103,17.900995,15.774299,17.086405
dish_1565032680,280.281769,4.109205,21.615925,20.304913
dish_1562860045,280.290009,19.049999,21.279999,1.918
dish_1562873028,280.3414,20.963665,16.123878,34.232201
dish_1561664013,280.443024,37.370922,9.741618,8.592841
dish_1560441339,280.679993,17.479,18.092001,11.053999
dish_1561393764,280.799988,19.066,20.096001,5.524
dish_1566488956,280.888275,35.527023,2.903561,22.376442
dish_1565727821,281.123993,40.348,10.092001,6.161
dish_1561148481,281.281128,18.591501,14.385699,18.905287
dish_1559149688,281.454987,22.625,19.004999,2.172
dish_1566328745,282.029999,52.094002,6.084,1.404
dish_1562875211,282.240021,12.348,10.535001,34.446999
dish_1562947436,282.382019,11.22,14.62,28.053999
dish_1564429744,282.477234,11.891616,5.089361,49.256981
dish_1562168450,282.539978,15.243999,4.983,44.834999
dish_1558718906,282.580017,9.815001,14.228001,36.890999
dish_1563913675,282.693146,12.170398,12.514251,31.848915
dish_1566501382,283.529999,47.963997,4.0,12.261001
dish_1562698209,284.133148,27.579,16.311678,4.006618
dish_1561662869,284.34552,38.791027,9.242703,10.282766
dish_1561579706,284.444855,24.472879,11.229327,23.337435
dish_1563550976,284.690002,13.842,18.796,14.418001
dish_1562775047,284.880005,6.644,3.594,60.52
dish_1561664042,285.042999,37.830917,9.741618,9.51284
dish_1561480460,285.402008,14.547001,14.575,25.524
dish_1566413419,285.830017,36.287003,11.570001,11.296
dish_1563566939,286.027252,10.508528,6.804595,48.869175
dish_1566838378,286.210022,8.990001,7.972,49.073997
dish_1566851584,286.294983,13.904001,10.867,34.366001
dish_1562872470,286.3815,34.486359,8.330789,21.324808
dish_1566501447,286.76001,48.039997,4.0,13.325001
dish_1562086564,286.809998,14.44,14.985,25.362
dish_1562611878,286.894592,9.673808,16.6621,28.178411
dish_1562700957,286.933777,20.523823,23.180536,21.410158
dish_1560798656,287.171997,12.096001,10.151999,36.18
dish_1564761457,287.306,21.17,8.245,30.389
dish_1561405934,287.331848,25.268143,11.362256,21.346516
dish_1565382733,287.639984,12.24,12.24,32.639999
dish_1561752449,287.849854,24.759119,14.534126,14.237979
dish_1561749664,288.197937,30.084497,14.621815,6.377819
dish_1561662926,288.335541,39.169025,9.284704,11.059766
dish_1563207332,288.570007,14.800001,13.714,25.257
dish_1562096633,288.703217,27.162325,18.21854,16.646711
dish_1558113477,289.050018,11.200001,24.75,11.35
dish_1558725403,289.050018,11.200001,24.75,11.35
dish_1559243887,289.050018,11.200001,24.75,11.35
dish_1562788568,289.203369,11.430407,11.735167,46.917168
dish_1560442258,289.369995,15.089001,16.400999,21.112
dish_1565972363,289.639984,55.700001,1.114,3.899
dish_1559668238,290.139984,2.314,19.58,28.48
dish_1562183175,290.28244,7.615252,15.717025,32.917038
dish_1559589942,290.348022,13.488,10.175,36.630001
dish_1562173247,290.550018,13.261001,17.879999,17.879999
dish_1562086116,290.65802,9.855,8.898999,44.028
dish_1566330428,290.690887,27.576401,15.530232,8.83951
dish_1568061234,290.692169,10.465634,8.81223,44.044918
dish_1562007763,290.70047,11.839698,6.343606,47.406929
dish_1561049373,290.75,19.73,21.950001,2.298
dish_1561575996,290.976196,19.330734,15.850189,17.013613
dish_1558547205,291.174988,9.297001,12.676999,37.510998
dish_1562617446,291.190002,11.216,12.594,35.139999
dish_1565021104,291.309021,16.747002,13.953,25.591002
dish_1560367333,291.633301,33.176849,13.564784,18.360016
dish_1563984167,291.679993,48.288002,1.216,14.184
dish_1565210037,291.816223,14.077192,8.348126,42.821316
dish_1562776497,291.832458,11.634132,13.205418,32.771591
dish_1563567626,291.838776,6.39573,20.734053,26.722198
dish_1565898193,291.914032,26.551004,14.644992,12.845702
dish_1562704564,292.022888,20.163645,13.480252,20.778149
dish_1561739265,292.040009,10.689,9.989,41.127003
dish_1560787817,292.229004,9.818601,8.621,44.568001
dish_1567629106,292.549988,13.952,11.000999,35.353001
dish_1558630932,292.643982,9.644,17.381001,32.048
dish_1560203400,293.279999,12.48,12.48,33.279999
dish_1561662948,293.605499,39.475029,9.301705,12.249766
dish_1563206601,293.797668,30.980963,9.194207,17.494774
dish_1565728453,293.899658,28.208755,11.317793,17.91408
dish_1565799617,294.22171,33.367977,2.849439,29.379562
dish_1558630072,294.427002,7.917001,13.952,42.058998
dish_1565896701,294.47345,25.74716,18.184381,8.322058
dish_1558458541,294.830994,11.424001,25.245001,11.577
dish_1558723982,294.830994,11.424001,25.245001,11.577
dish_1561578775,295.148987,12.432,10.434,37.185001
dish_1561739973,295.369995,16.709999,16.279999,20.406
dish_1568314857,295.537689,16.508799,22.199564,10.236863
dish_1568047973,295.559052,19.187805,21.246098,6.620098
dish_1562871448,295.850922,10.163342,6.439623,48.992832
dish_1565031338,296.240448,27.085739,16.466574,8.770726
dish_1566920304,296.399994,57.0,1.14,3.99
dish_1559850314,296.617004,11.005,23.317999,17.028999
dish_1566502271,296.816895,37.940281,10.505252,13.685196
dish_1558113941,296.890015,11.816001,24.862,12.834001
dish_1559581236,296.926727,19.817259,21.685364,4.042251
dish_1566331801,296.990997,37.746067,10.436333,11.249237
dish_1567537457,297.765015,12.930025,12.137429,36.091728
dish_1562096907,297.779602,38.056858,31.159481,13.237985
dish_1565640812,297.929993,47.485001,5.363,13.052999
dish_1561752481,297.979553,25.069847,14.982956,15.411839
dish_1560799590,298.019379,9.947558,16.460997,28.491785
dish_1560798707,298.022003,12.840001,10.275999,38.349998
dish_1561753238,298.034393,28.881098,13.71139,14.026631
dish_1563811515,298.119385,27.34178,6.723951,29.81105
dish_1565207896,298.380798,24.572189,18.03528,18.665737
dish_1562774206,298.76355,12.147001,16.548098,26.31213
dish_1563221054,298.877594,26.901321,17.89109,6.509885
dish_1563812535,298.893005,35.959,14.202999,3.038
dish_1565024707,299.297974,21.394001,22.203999,2.894
dish_1561749711,300.077911,30.678497,14.753815,8.951819
dish_1561146781,300.100006,9.783001,1.655,63.77
dish_1558376212,300.612,11.648001,25.74,11.804
dish_1566851616,300.7789,14.512781,11.60261,36.141609
dish_1561662216,300.794281,18.63397,12.387489,28.21829
dish_1563826223,301.086548,26.589127,19.621857,5.146894
dish_1560356355,301.606934,12.777824,15.277617,28.402531
dish_1563222800,302.318085,30.328045,11.604419,17.928291
dish_1559845018,302.425995,10.208,18.065001,29.681999
dish_1562689645,302.431702,20.00634,22.386829,4.59483
dish_1561749061,302.860138,19.745497,16.033365,21.472082
dish_1565204891,302.886444,16.297201,9.08052,40.929695
dish_1562007789,302.954895,12.64324,6.650677,49.535133
dish_1563822663,303.099365,22.034336,13.86415,24.232965
dish_1568664972,303.422241,31.216145,14.751798,11.029653
dish_1563565415,303.477142,21.371407,18.174141,24.998693
dish_1567785778,303.507507,11.701199,15.198483,32.629898
dish_1561746970,303.636078,24.098282,8.662106,34.998116
dish_1561664061,303.643036,38.910919,9.801618,13.71284
dish_1562777099,303.718628,15.643683,16.921307,23.063019
dish_1564685360,304.052368,25.973656,20.049007,4.989798
dish_1562950934,304.218536,33.404877,4.152195,27.527805
dish_1562876709,304.366852,24.279404,10.964588,32.045166
dish_1565021640,304.581451,40.79512,3.283805,20.698196
dish_1558722103,304.841003,9.517,16.072001,38.445
dish_1566934152,305.065247,29.805676,15.832462,11.562181
dish_1561575274,305.180023,29.621891,17.519951,4.303404
dish_1564427406,305.370026,30.51,20.115,0.135
dish_1565382762,305.828583,12.568737,12.677753,36.289688
dish_1562605384,306.192841,16.960743,18.418285,18.374268
dish_1562009182,306.229919,23.34761,20.686609,10.74478
dish_1562872498,306.264984,35.153263,9.317839,23.918306
dish_1561661377,306.333679,43.735157,8.972795,11.854835
dish_1559842274,306.393005,11.872001,26.235001,12.031
dish_1566419546,306.436981,13.904,11.235999,37.687
dish_1558373687,306.694,17.177,24.297001,3.738
dish_1562872223,306.862701,47.902866,8.376755,10.477843
dish_1559850338,307.117004,11.725,23.438,19.129
dish_1561579845,307.264221,36.616074,14.719878,4.394568
dish_1565640576,307.28656,28.774073,16.090178,11.782665
dish_1565640842,307.429993,48.435001,5.363,14.953
dish_1561576680,307.862427,37.214157,9.968476,18.281359
dish_1561062320,307.868378,20.03928,11.824565,28.927616
dish_1564686702,307.944977,11.96,12.545,36.75
dish_1562602945,308.372284,19.971214,6.017155,45.249252
dish_1563220802,308.59436,29.468918,15.236608,13.352823
dish_1562086595,308.602997,18.139999,15.132999,26.694
dish_1561577219,308.891754,19.739084,14.285876,26.319092
dish_1563820834,308.89444,35.561859,7.87748,23.031401
dish_1560369273,308.951691,36.668308,28.424227,10.639672
dish_1564083534,309.061981,24.459997,18.611,13.395
dish_1563553756,309.145813,16.136,21.251612,14.047483
dish_1559751775,309.235992,16.768,13.139999,30.107998
dish_1563207364,309.269989,15.01,13.774,30.657
dish_1563909550,310.31958,8.625765,11.850177,44.664116
dish_1563464627,310.5,10.718,9.2,46.345001
dish_1564516454,311.142975,43.553997,20.709892,9.269392
dish_1562703408,311.209167,17.407734,12.049189,32.833611
dish_1568305198,311.354004,23.862001,23.042,2.542
dish_1562959570,311.986237,23.844206,22.161678,16.655867
dish_1563464651,312.0,10.868001,9.2,46.645
dish_1562096933,312.659607,38.920853,31.207481,16.597986
dish_1562168471,312.665558,17.219376,5.737881,50.066841
dish_1562790224,312.749756,6.847874,30.397385,7.830093
dish_1566835641,312.766815,48.643902,2.569756,14.950245
dish_1559844113,312.955017,7.371,12.968,49.254997
dish_1560444785,313.079987,13.360001,13.188,38.66
dish_1559172356,313.103912,32.684391,15.885429,6.928988
dish_1565107092,313.440002,44.400002,10.176,3.882
dish_1558116201,313.585999,17.563,24.843,3.822
dish_1559845046,313.625977,10.976,18.192999,31.922001
dish_1566416421,313.741882,12.292887,18.395054,36.646526
dish_1567020417,313.761383,36.040562,16.694962,18.330757
dish_1565207727,314.77124,21.463133,18.036247,33.079639
dish_1565799663,314.811707,34.432976,2.991439,34.065559
dish_1560800988,314.865662,11.727562,5.115041,61.249092
dish_1563897439,315.31366,37.387806,3.301512,29.215488
dish_1562959700,315.413727,27.910999,14.441155,16.89098
dish_1565032714,315.591034,5.192313,23.180414,24.396652
dish_1563205982,316.239502,16.148998,4.363,54.792
dish_1567542813,316.638611,13.850355,10.95192,39.940449
dish_1559590202,316.725983,41.438,5.983,22.757
dish_1564773903,316.827545,19.580328,16.086779,25.091196
dish_1558375833,317.032013,17.756001,25.116001,3.864
dish_1561049409,317.779999,20.341999,22.307001,8.418
dish_1562704616,317.781311,20.953781,14.621559,23.763105
dish_1567024135,317.785828,15.986,12.219193,35.093388
dish_1560456814,318.333374,28.815844,23.540922,31.46323
dish_1566933498,318.482666,28.37812,17.559082,12.097746
dish_1560454562,318.821899,26.887257,26.924074,24.92885
dish_1562959024,319.233582,22.257004,19.740429,30.234995
dish_1563391708,319.237152,23.104446,22.678272,26.219967
dish_1562945393,319.388367,24.703182,10.646932,31.424669
dish_1563811686,319.428375,16.288153,17.312544,25.879768
dish_1565031376,319.490448,28.759739,16.745577,13.420726
dish_1563827162,319.539948,25.044996,9.728971,34.357613
dish_1557862738,319.779999,29.5,22.42,0.0
dish_1562691466,319.870972,17.012196,15.903902,27.777901
dish_1565984434,319.892303,17.977343,12.747005,36.362114
dish_1558468731,320.325012,38.461998,11.752,17.750999
dish_1562774475,320.963989,14.556001,22.848999,13.518001
dish_1566329257,321.025208,29.529112,14.637179,22.744293
dish_1563479655,321.230652,24.518604,15.110439,22.404507
dish_1561752509,321.482025,25.445457,16.378078,18.148424
dish_1565711115,321.529999,39.709999,14.41,2.387
dish_1562871488,321.590912,13.790343,6.790623,52.853836
dish_1563563264,322.001984,27.681999,22.523001,2.767
dish_1563551360,322.640015,21.800001,23.98,3.488
dish_1563984199,322.679993,48.598003,1.278,22.243999
dish_1559846528,322.726013,9.188,17.159,40.509998
dish_1560527168,322.835297,15.273438,18.368912,24.775576
dish_1565194752,322.893646,39.087803,3.975512,25.826488
dish_1563563527,322.90625,25.201244,23.71756,25.659563
dish_1565034681,323.553284,10.422204,18.93251,29.18774
dish_1561060613,323.673248,25.286839,11.623275,30.939053
dish_1566419577,323.704224,14.48315,12.093174,39.939251
dish_1558379182,323.736023,12.544001,27.720001,12.712
dish_1561576707,324.142426,38.398155,10.745476,19.872356
dish_1564589366,324.25,22.081001,11.322001,30.289001
dish_1562963246,324.39798,13.664001,11.467999,40.870003
dish_1565119418,324.39798,13.664001,11.467999,40.870003
dish_1560887408,324.52002,13.42,11.834001,40.260002
dish_1565897569,324.913513,28.6933,21.174665,5.554203
dish_1565812186,324.978424,32.823948,15.806602,12.315649
dish_1563222830,325.068085,31.888044,11.864419,22.478292
dish_1565036821,325.539917,21.035995,14.517972,25.940332
dish_1565728494,326.32962,28.691757,12.881792,22.054083
dish_1560975346,326.338562,41.01273,14.924776,4.475055
dish_1561654374,326.35553,19.444277,22.061356,13.121208
dish_1562691000,326.621704,16.56134,17.551828,27.178827
dish_1565641915,326.76474,13.516641,11.121214,43.051056
dish_1561575300,326.780029,30.701891,17.627951,9.163404
dish_1562611680,326.888977,16.028036,19.411798,24.775015
dish_1568665012,327.420563,32.789753,15.353144,15.197391
dish_1564775147,327.810303,24.590466,22.471354,5.23064
dish_1564761488,327.986023,21.735001,8.358,40.558998
dish_1563221086,328.277618,28.917324,18.227091,12.389885
dish_1562775373,329.080017,22.360001,24.959999,2.312
dish_1562700718,329.380035,33.031891,17.849949,7.933404
dish_1561753275,330.034393,29.201099,13.775391,22.34663
dish_1557853429,330.152985,17.637001,13.586999,33.413998
dish_1561576026,330.456177,19.918734,17.754189,22.053612
dish_1561749750,330.527924,32.766495,15.101814,15.041821
dish_1558546663,330.734009,10.601,22.108002,30.264
dish_1560366460,330.740997,27.0408,20.443512,9.966405
dish_1564687013,330.840851,32.21138,26.888262,14.725341
dish_1558461792,331.0,10.543,20.195999,34.499001
dish_1564777960,331.007507,26.4312,16.715342,16.270294
dish_1562788760,331.324493,33.741703,23.029417,6.902499
dish_1562615360,331.481995,17.89061,20.402439,20.033928
dish_1565021675,331.581451,41.17012,3.358805,27.448196
dish_1563563289,331.901978,28.177,22.633001,4.912
dish_1561405411,332.063477,37.227947,8.511059,25.67544
dish_1560799615,332.749847,11.012909,17.999836,32.516449
dish_1566931217,333.108673,21.408707,29.458878,21.469036
